,index,Rs income in constant $,Rs job is secure,Respondents income,Number of hours usually work a week,General happiness,income
63671,63671,2043,,$4000 to 4999,,Very happy,2043.0
63677,63677,37455,,$25000 or more,,Very happy,37455.0
63678,63678,12485,,$25000 or more,,Pretty happy,12485.0
63679,63679,45400,,$25000 or more,,Very happy,45400.0
63680,63680,1589,,$3000 to 3999,,Pretty happy,1589.0
63682,63682,12485,,$25000 or more,,Very happy,12485.0
63684,63684,12485,,$25000 or more,,Very happy,12485.0
63686,63686,151050.7214,,Refused,,Very happy,151050.7214
63687,63687,17025,,$25000 or more,,Not too happy,17025.0
63688,63688,14755,,$25000 or more,,Very happy,14755.0
63690,63690,17025,,$25000 or more,,Pretty happy,17025.0
63691,63691,45400,,$25000 or more,,Pretty happy,45400.0
63693,63693,12485,,$25000 or more,,Very happy,12485.0
63694,63694,14755,,$25000 or more,,Pretty happy,14755.0
63695,63695,4086,,$8000 to 9999,,Pretty happy,4086.0
63696,63696,17025,,$25000 or more,,Pretty happy,17025.0
63698,63698,20430,,$25000 or more,,Pretty happy,20430.0
63699,63699,10782.5,,$20000 - 24999,,Not too happy,10782.5
63703,63703,17025,,$25000 or more,,Pretty happy,17025.0
63706,63706,151050.7214,,Refused,,Very happy,151050.7214
63708,63708,8512.5,,$15000 - 19999,,Not too happy,8512.5
63710,63710,5107.5,,$10000 - 14999,,Pretty happy,5107.5
63714,63714,1589,,$3000 to 3999,,Very happy,1589.0
63717,63717,227,,Lt $1000,,Very happy,227.0
63719,63719,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63720,63720,30645,,$25000 or more,,Very happy,30645.0
63721,63721,54480,,$25000 or more,,Pretty happy,54480.0
63723,63723,12485,,$25000 or more,,Pretty happy,12485.0
63725,63725,45400,,$25000 or more,,Pretty happy,45400.0
63726,63726,24970,,$25000 or more,,Very happy,24970.0
63728,63728,12485,,$25000 or more,,Pretty happy,12485.0
63730,63730,45400,,$25000 or more,,Very happy,45400.0
63731,63731,20430,,$25000 or more,,Pretty happy,20430.0
63732,63732,17025,,$25000 or more,,Not too happy,17025.0
63734,63734,20430,,$25000 or more,,Pretty happy,20430.0
63737,63737,8512.5,,$15000 - 19999,,Not too happy,8512.5
63739,63739,10782.5,,$20000 - 24999,,Not too happy,10782.5
63740,63740,24970,,$25000 or more,,Pretty happy,24970.0
63742,63742,1589,,$3000 to 3999,,Very happy,1589.0
63743,63743,10782.5,,$20000 - 24999,,Pretty happy,10782.5
63744,63744,6242.5,,$10000 - 14999,,Pretty happy,6242.5
63746,63746,24970,,$25000 or more,,Very happy,24970.0
63747,63747,45400,,$25000 or more,,Pretty happy,45400.0
63748,63748,20430,,$25000 or more,,Very happy,20430.0
63749,63749,30645,,$25000 or more,,Pretty happy,30645.0
63750,63750,24970,,$25000 or more,,Pretty happy,24970.0
63752,63752,14755,,$25000 or more,,Very happy,14755.0
63755,63755,63560,,$25000 or more,,Very happy,63560.0
63756,63756,7377.5,,$15000 - 19999,,Pretty happy,7377.5
63757,63757,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63758,63758,24970,,$25000 or more,,Pretty happy,24970.0
63759,63759,227,,Lt $1000,,Not too happy,227.0
63760,63760,5107.5,,$10000 - 14999,,Pretty happy,5107.5
63766,63766,37455,,$25000 or more,,Pretty happy,37455.0
63767,63767,24970,,$25000 or more,,Not too happy,24970.0
63769,63769,54480,,$25000 or more,,Very happy,54480.0
63770,63770,24970,,$25000 or more,,Pretty happy,24970.0
63776,63776,20430,,$25000 or more,,Pretty happy,20430.0
63777,63777,6242.5,,$10000 - 14999,,Pretty happy,6242.5
63779,63779,12485,,$25000 or more,,Pretty happy,12485.0
63780,63780,24970,,$25000 or more,,Pretty happy,24970.0
63781,63781,17025,,$25000 or more,,Pretty happy,17025.0
63782,63782,4086,,$8000 to 9999,,Very happy,4086.0
63785,63785,6242.5,,$10000 - 14999,15,Pretty happy,6242.5
63787,63787,30645,,$25000 or more,,Very happy,30645.0
63788,63788,45400,,$25000 or more,,Pretty happy,45400.0
63790,63790,10782.5,,$20000 - 24999,,Pretty happy,10782.5
63793,63793,12485,,$25000 or more,,Pretty happy,12485.0
63795,63795,30645,,$25000 or more,,Pretty happy,30645.0
63797,63797,5107.5,,$10000 - 14999,,Very happy,5107.5
63799,63799,24970,,$25000 or more,,Pretty happy,24970.0
63801,63801,7377.5,,$15000 - 19999,,Very happy,7377.5
63803,63803,45400,,$25000 or more,,Very happy,45400.0
63804,63804,20430,,$25000 or more,,Pretty happy,20430.0
63808,63808,10782.5,,$20000 - 24999,,Pretty happy,10782.5
63809,63809,227,,Lt $1000,,Very happy,227.0
63811,63811,14755,,$25000 or more,,Pretty happy,14755.0
63812,63812,45400,,$25000 or more,,Pretty happy,45400.0
63814,63814,20430,,$25000 or more,45,Pretty happy,20430.0
63815,63815,20430,,$25000 or more,,Pretty happy,20430.0
63817,63817,30645,,$25000 or more,,Very happy,30645.0
63818,63818,24970,,$25000 or more,,Pretty happy,24970.0
63819,63819,14755,,$25000 or more,,Pretty happy,14755.0
63820,63820,20430,,$25000 or more,,Very happy,20430.0
63823,63823,12485,,$25000 or more,,Pretty happy,12485.0
63825,63825,2497,,$5000 to 5999,,Pretty happy,2497.0
63828,63828,2043,,$4000 to 4999,,Not too happy,2043.0
63829,63829,7377.5,,$15000 - 19999,,Pretty happy,7377.5
63832,63832,5107.5,,$10000 - 14999,,Pretty happy,5107.5
63835,63835,10782.5,,$20000 - 24999,,Pretty happy,10782.5
63836,63836,37455,,$25000 or more,,Not too happy,37455.0
63837,63837,30645,,$25000 or more,,Pretty happy,30645.0
63839,63839,14755,,$25000 or more,,Pretty happy,14755.0
63840,63840,30645,,$25000 or more,,Pretty happy,30645.0
63841,63841,20430,,$25000 or more,,Pretty happy,20430.0
63842,63842,10782.5,,$20000 - 24999,,Very happy,10782.5
63843,63843,12485,,$25000 or more,,Pretty happy,12485.0
63845,63845,20430,,$25000 or more,,Very happy,20430.0
63847,63847,24970,,$25000 or more,,Very happy,24970.0
63848,63848,1589,,$3000 to 3999,,Not too happy,1589.0
63849,63849,37455,,$25000 or more,,Very happy,37455.0
63852,63852,5107.5,,$10000 - 14999,,Pretty happy,5107.5
63853,63853,9647.5,,$20000 - 24999,,Very happy,9647.5
63854,63854,20430,,$25000 or more,,Pretty happy,20430.0
63856,63856,24970,,$25000 or more,,Pretty happy,24970.0
63857,63857,2951,,$6000 to 6999,,Pretty happy,2951.0
63858,63858,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63862,63862,17025,,$25000 or more,,Pretty happy,17025.0
63865,63865,20430,,$25000 or more,,Pretty happy,20430.0
63866,63866,12485,,$25000 or more,,Pretty happy,12485.0
63868,63868,9647.5,,$20000 - 24999,,Very happy,9647.5
63869,63869,30645,,$25000 or more,,Not too happy,30645.0
63873,63873,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63874,63874,3405,,$7000 to 7999,,Not too happy,3405.0
63875,63875,20430,,$25000 or more,,Pretty happy,20430.0
63878,63878,3405,,$7000 to 7999,,Pretty happy,3405.0
63879,63879,17025,,$25000 or more,,Pretty happy,17025.0
63880,63880,2497,,$5000 to 5999,,Not too happy,2497.0
63881,63881,17025,,$25000 or more,,Not too happy,17025.0
63882,63882,17025,,$25000 or more,,Very happy,17025.0
63884,63884,4086,,$8000 to 9999,,Not too happy,4086.0
63885,63885,20430,,$25000 or more,,Pretty happy,20430.0
63888,63888,1589,,$3000 to 3999,,Pretty happy,1589.0
63889,63889,30645,,$25000 or more,,Pretty happy,30645.0
63890,63890,24970,,$25000 or more,,Pretty happy,24970.0
63891,63891,2497,,$5000 to 5999,,Pretty happy,2497.0
63892,63892,2043,,$4000 to 4999,,Pretty happy,2043.0
63894,63894,12485,,$25000 or more,,Pretty happy,12485.0
63897,63897,12485,,$25000 or more,,Pretty happy,12485.0
63898,63898,37455,,$25000 or more,,Pretty happy,37455.0
63899,63899,24970,,$25000 or more,,Pretty happy,24970.0
63900,63900,20430,,$25000 or more,,Very happy,20430.0
63903,63903,14755,,$25000 or more,,Very happy,14755.0
63904,63904,9647.5,,$20000 - 24999,,Very happy,9647.5
63906,63906,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63908,63908,20430,,$25000 or more,,Pretty happy,20430.0
63910,63910,9647.5,,$20000 - 24999,,Not too happy,9647.5
63911,63911,151050.7214,,Refused,,Pretty happy,151050.7214
63912,63912,5107.5,,$10000 - 14999,,Not too happy,5107.5
63913,63913,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63916,63916,30645,,$25000 or more,,Very happy,30645.0
63918,63918,30645,,$25000 or more,,Very happy,30645.0
63919,63919,14755,,$25000 or more,40,Pretty happy,14755.0
63920,63920,1589,,$3000 to 3999,,Not too happy,1589.0
63922,63922,5107.5,,$10000 - 14999,,Pretty happy,5107.5
63923,63923,37455,,$25000 or more,,Not too happy,37455.0
63925,63925,45400,,$25000 or more,,Pretty happy,45400.0
63927,63927,5107.5,,$10000 - 14999,,Not too happy,5107.5
63929,63929,9647.5,,$20000 - 24999,,Pretty happy,9647.5
63930,63930,7377.5,,$15000 - 19999,,Very happy,7377.5
63931,63931,30645,,$25000 or more,,Pretty happy,30645.0
63933,63933,14755,,$25000 or more,,Pretty happy,14755.0
63934,63934,45400,,$25000 or more,,Very happy,45400.0
63935,63935,227,,Lt $1000,,Pretty happy,227.0
63936,63936,24970,,$25000 or more,,Very happy,24970.0
63937,63937,17025,,$25000 or more,,Not too happy,17025.0
63938,63938,14755,,$25000 or more,,Not too happy,14755.0
